SapKundeId,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
7700617188,26837.0,,,12296.0,4357.0,60893.0,,,11285.0,3798.0,27992.0,28375.0,14745.0,,,,,,,,1938.0,,384564.0,9094.0,70274.0,9252.0,,,36804.0,126634.0,,74366.0,,6840.0,2299.0,,,,4694.0,,,
7700625734,13126.0,19315.0,4598.0,,6035.0,,,,985.0,,,400538.0,,,25483.0,,,,,,18926.0,,148710.0,,76455.0,9192.0,,,,49045.0,,3677.0,2718.0,,3947.0,,,,99134.0,,,
7700650657,,,,,,,,,,3499.0,,,,,,,,,,,,,,,,,,,,,,,,2690.0,,,,,,,,
7700658436,,,,,,,,,,,,,,4674.0,,,,,,,,,2194.0,,,,,,,1350.0,,1200.0,,181549.0,,,,,,,,
7700672759,,,,,,,,,,,,,1400.0,,,,,,,,,,20884.0,,,3997.0,,,,,,1780.0,,9643.0,,,,,,,,
7700674483,,,,,,,,,,12990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700720616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,,,,,,,,
7700758679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4690.0,,,,,,,,,,
7700771093,,,,,,,,,,3489.0,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,
7700774416,,,,,,,,,,30000.0,,1299.0,,,,,,,,,,,,,,,,,,,,695.0,,6875.0,,,,,,,,
7700812935,,,,,,,,,,59080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700835037,,,,,,,,,,152092.0,,,,8596.0,,,,,,,,,599.0,,,,,,,,,74403.0,,18559.0,,,,,,,,
7700864919,,,,,,,,,,3990.0,,,,,,,,,,,,,,,,,,,,,,2480.0,,,,,,,,,,
7700879373,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,4675.0,,4200.0,,,,,,,,,,
7700953121,,,,,,,,,,3200.0,,,,,,,,,,,,,,,,,,,,,,,,9199.0,,,,,,,,
7700976471,,,,,,,,,,62290.0,,,,32595.0,,,,,,,,,,,,,,,,,,100008.0,,14779.0,,,,,,,,
7700977879,,,,,,,,,,3990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700995256,,,,,,,,,,,,,,31188.0,,,,,,,,1989.0,,,,,,,,,,,,6140.0,,,,,,,,
7700997900,,,,,,,,,,,,,,,,,,,,,,,20163.0,,,,,,,,,6995.0,,40300.0,,,,,,,,
7701012363,,,,,,1200.0,,,,,,,,,,999.0,,,,,,,,2499.0,5897.0,,,,,999.0,,8491.0,1990.0,,,,,,,,,
7701040046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0,,,,,,,,,,
7701072523,,,,,,,,,,5860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701091747,,,,,,,,,,1590.0,,,,,,,,,,,,,,,,,,,,,,,,15935.0,,,,,,,,
7701110742,,,,,,,,,,117735.0,,,,,,,,,,,,,,,,,,,,,,1490.0,,,,,,,,,,
7701123394,,,,,,,,,,,,,,,,,,,,,,,2499.0,,,,,,,,,,,,,,,,,,,
7701135248,,,,,,,,,,9999.0,,,,,,,,,,,,,999.0,,,,,,,,,8999.0,,,,,,,18740.0,,,
7701135991,,,,,,,,,,2990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701171937,,,,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,
7701188850,,,,,,,,,,,,,1898.0,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,
7701209044,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,6330.0,,,,,,,,
7701213281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626604.0,,,,,,,,,,,,,
7701262976,,,,,,,,,,11694.0,,,,,,,,,,,,,19944.0,,,,,,,,,1680.0,,50900.0,,,,,1998.0,,,
7701271398,,,,,,,,,,,,3397.0,,,,,,4000.0,,,,,699.0,,,,,,,,,,,19194.0,,,,,,,,
7701301911,,,,,,,,,,,,,,,,,,,,,,6800.0,,,,,,,,,,,,,,,,,,,,
7701347153,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,1048.0,,999.0,,,,,,,,,,
7701374523,,,,,,,,,,6999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701392703,3247.0,,,10589.0,,,,,,1990.0,,30775.0,19772.0,,28081.0,,,,,,,,190315.0,9544.0,25020.0,13933.0,,,17820.0,35678.0,898.0,10794.0,,15197.0,,,,,11592.0,,,
7701406517,,,,,,,,,,82984.0,,,,,,,,,,,,,1400.0,,,,,,,,,17694.0,,,,,,,,,,
7701424511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9175.0,,,,,,,,
7701433457,,,,,,,,,,,,,,7367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701454321,,,,,,,,,,,,739.0,,,,,,,,,,,,,,,,,,,,3880.0,,,,,,,,,,
7701462701,,,,,,,,,,,,,,,,,,,,,,,699.0,,,,,,,,,,,,,,,,,,,
7701500556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.0,,,,,,,,
7701500559,,,,,,,,,,23730.0,,,,,,,,,,,,,,,,,,,,,,,,12450.0,,,,,,,,
7701505051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4990.0,,,,,,,,,,
7701513421,,,,,,,,,,,,,1490.0,,,,,,,,,,,,2897.0,,,,,15286.0,,2598.0,,,,,,,,,,
7701514618,,,,,,,,,,22695.0,1000.0,,,,,,,5500.0,,,,,,,,,,,1000.0,999.0,,35100.0,,10630.0,,,,,,,,
7701514940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0,,,
7701524632,,,,,,,,,,12890.0,,,6500.0,14796.0,,1390.0,,,,,,5398.0,500.0,500.0,,,,,,1200.0,,11595.0,,,,,,,7505.0,,,
7701526546,809.0,919.0,,11884.0,,4089.0,,,3699.0,4100.0,6999.0,15986.0,13993.0,,,1400.0,,,,,,,290709.0,4580.0,212387.0,,,,12798.0,397634.0,,222477.0,,795.0,,,,,,,,
7701558906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,1175.0,,,,,18688.0,,,
7701587703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17905.0,,,,,,,,
7701596548,,,,2800.0,,899.0,,,,1295.0,1700.0,,3689.0,,,,,,,,,,207189.0,,31473.0,,,,1800.0,93400.0,,19977.0,,4495.0,,,,,1459.0,,,
7701596634,,,,,,,,,,,,,,,,,,,,,,,3193.0,,,,,,,540.0,,,,,,,,,,,,
7701603105,,,,1300.0,,,,,,,,2197.0,,,,,,,,,,,54722.0,,,949.0,,,,,,3393.0,,1350.0,,,,,329.0,,,
7701603418,,,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.0,
7701605279,,,,,1479.0,,,,,,,9532.0,,,,,,,,,,,1059.0,,4517.0,,,,,3948.0,,,,,,,,,5096.0,,,
7701609560,,,,,,,,,,,,,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701626727,,,,,,,,,,8334.0,,,,8590.0,,,,,,,,,,,,,,,,,,328732.0,,13765.0,,,,,,,,
7701672887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21423.0,,,,,,,,
7701700572,,,,,,,,,,5300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701707335,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701720415,,,,,,,,,,39785.0,,,,,,,,,,,,,,,,,,,,,,20410.0,,40824.0,,,,,,,,
7701722045,21459.0,29909.0,,,16707.0,,,2878.0,999.0,,,696801.0,4486.0,,24892.0,,,,,,8008.0,6994.0,87879.0,1399.0,139493.0,226438.0,,,,123220.0,13327.0,8614.0,,,1399.0,,,,92156.0,,,18098.0
7701735503,,,,,,,,,,24895.0,,,,,,,,,,,,,,,,,,,,,,,,11050.0,,,,,,,,
7701745062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,,,,
7701745275,,,,,,,,,,,,,1995.0,,,,,,,,,,,,,,,,,,,1290.0,,,,,,,,,,
7701767998,,,,,,,,,,7290.0,,,,,,,,,,,,,,,,,,,,,,32889.0,,,,,,,,,,
7701768672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,,,4497.0,,,,,,,,,,
7701771916,,,,,,,,,,58067.0,,,,1999.0,,,,,,,,,,,,,,,,2490.0,,100040.0,,8910.0,,,,,,,,
7701774347,,,,,,,,,,,,,,,,,,,,,,2335.0,,,0.0,,,,,0.0,,0.0,,,,,,,,,,
7701775043,,,,,,,,,,15900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701775906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25360.0,,,,,,,,
7701777293,,,,,,,,,,,,,,40494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701792775,,,,,,,,,,3980.0,,15108.0,,,,,,,,,,,,,,,,,,,,,,10629.0,,,,,,,,
7701793221,12531.0,1369.0,1739.0,,,,,,,,,367416.0,,154328.0,172165.0,,,,,,1869.0,,9999.0,,3548.0,28594.0,,,,7067.0,,5245.0,,,,,,4798.0,,1499.0,,42800.0
7701794818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4677.0,,,,,,7199.0,,,,
7701803882,,,,,,,,,,,,,,,,,,,,,,2095.0,,,,,,,,,,,,,,,,,,,,
7701811384,,,,,,,,,,3199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701825665,,,,,,,,,,1995.0,,,1295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701853201,,,,,,,,,,,,,2490.0,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,
7701871458,,,,,,,,,,21874.0,,,,,,,,,,,,,799.0,,,,,,,,,,,1499.0,,,,,,,,
7701888154,,,,,,,,,,,,,,,,,,,,,,,10983.0,,,,,,,,,,,3540.0,,,,,,,,
7701897575,,,,,,,,,,5185.0,,,,,,,,,,,,,3299.0,,,,,,,,,,,38193.0,,,,,,,,
7701943062,,,,,,,,,,3499.0,,,,949.0,,,,,,,,,,,,,,,,,,2495.0,,,,,,,,,,
7701957596,,,,,,,,,,2195.0,,,799.0,,,,,,,,,,9090.0,,1299.0,799.0,,,,,,,999.0,2445.0,,,,,2495.0,,,
7701962710,,,,,,,,,,19000.0,,,,,,,,,,,,,,,,,,,,,,6400.0,,,,,,,,,,
7701993424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3460.0,,2770.0,,,,,,,,
7702014414,,,,,,2000.0,,,,,,,2995.0,,,,,,,,,,1000.0,,,,,,3980.0,,,22982.0,,,,,,,,,,
7702023038,,,,4289.0,,,,,3798.0,,,,1299.0,,,,,,,,,,92463.0,499.0,83783.0,,,,,103021.0,1497.0,7999.0,,795.0,,,,,57062.0,,,10899.0
7702041058,,,,,,,,,,,,,1900.0,,,,,,,,,,,,,,,,,,,,,3890.0,,,,,,,,
7702090317,,,,,,,,,,2090.0,,,,,,,,,,,,,,,,,,,,,,1990.0,,,,,,,,,,
7702119688,,,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,,,1500.0,,,,,,,,,,
7702122320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.0,,,,,,,,,,
7702143189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850.0,,,,,,,,
7702352270,,,,,,,,,,4500.0,,,,,,,,,,,,,,,,,,,2490.0,,,19898.0,,,,,,,,,,
7702393882,,,,,,,,,,,,,,,,,,,,,,,1295.0,,,,,,,,,,,,,,,,,,,
7702433706,,,,,,,,,,,,,,,,,,2000.0,,,,,795.0,,,,,,4299.0,,,,,,,,,,,,,
7702472122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,,,,,,,,,,
7702490541,,,,,,,,,,,,,,,,790.0,,,,,,,,,,,,,,2694.0,,,,,,,,,,,,
7702505189,,,,,,,,,,,,,,2399.0,,,,,,,,,,,,,,,,1200.0,,,,,,,,,3737.0,,,
7702507464,,,,,,,,,,,,,,,,,,,,,,2799.0,,,,,,,,,,,,,,,,,,,,
7702562652,,,,,,,,,,,,,,,,,,,,,,,995.0,,,,,,,,,,,2790.0,,,,,,,,
7702584533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895.0,,,,,,,,
7702603925,,,,,,,,,,2295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702608575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.0,,,,,,,,,,
7702614748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995.0,,,3980.0,,,,,,,,,,
7702615793,,,,,,2500.0,,,,,,,,,,,,25500.0,,,,,,2995.0,,,,,,,,,,,,,,,,,,
7702616426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5599.0,,,,
7702631978,,,,,,,,,,16260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702660384,,,,,,,,,,,,,,,,,,3000.0,,,,,2788.0,,,,,,,,,2200.0,,,,,,,,,,
7702664426,,,,,,,,,,20085.0,,,,,,,,,,,,,,,,,,,,,,,,1299.0,,,,,,,,
7702665551,,,,,,,1599.0,,,36157.0,,,,,,,,,,,,,,,,,,,,,,1695.0,,5879.0,,,,,22393.0,,1599.0,
7702672548,,,,,,,,,,15800.0,,,,3399.0,,,,,,,,,,,,,,,,,,,,4290.0,,,,,,,,
7702674681,,,,,,,,,,8530.0,,,,67585.0,,,,,,,,,,,,,,,,,,17687.0,,2299.0,,,,,,,,
7702756506,7793.0,,,,,,,,,,,77983.0,,,,,,,,,2737.0,,17779.0,,2968.0,2368.0,,,,4891.0,,,,,,,,,,,,
7702756792,,,,,,,,,,8389.0,,,,,,,,,,,,,,,,,,,,,,4420.0,,,,,,,,,,
7702756964,,,,,,,,,,5398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702757215,,,,,,,,,,6480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702757274,,,,,,,,,,2699.0,,,,,,,,,,,,,,,,,,,,,,4493.0,,,,,,,,,,
7702778444,,,,,,,,,1499.0,,,,,,,,,,,,,,17188.0,1299.0,,,,,,,,2289.0,,,,,,,,,,
7702780906,,,,,,,,,,22980.0,,,,,,,,,,,,,1300.0,,,,,,,,,67863.0,,7190.0,,,,,19518.0,,,
7702795565,,,,,,,,,,,,,3499.0,,,,,,,,,,,,,,,,,,,5285.0,,73973.0,,,,,,,,
7702797225,,,,,,,,,,30648.0,,,,2999.0,,,,12000.0,,,,,,,,,,,,,,73466.0,,,,,,,,,,
7702815517,,,,,,,,,,3199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702836467,,,,,,,,,,3990.0,,,999.0,,,,,,,,,,1980.0,2695.0,,,,,5294.0,,,26741.0,,,,,,,,,,
7702880517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.0,,,,,,,,
7702892386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62789.0,,,,,,,,
7702910421,,,,,,,,,,,2400.0,,,,,,,,,,,,8588.0,,,,,,,8096.0,,3599.0,,,,,,,,,,
7702913962,,,,,,,,,,,,,,,,,,,,,,1194.0,,,,,,,,,,,,,,,,,,,,
7702931018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780.0,,,,,,,,,,
7702939313,,,,,,,,,,22880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702940714,,,,2295.0,,,,,,3400.0,,,1400.0,999.0,,,,,,,,4480.0,2000.0,2995.0,8496.0,,,,,12688.0,,4000.0,,,,,,,8152.0,,,
7703013602,,,,,,,,,,9380.0,,,,,,,,,,,,1999.0,,,1499.0,,,,1495.0,1499.0,,10070.0,,,,,,,,,,
7703080605,1818.0,,,,,4084.0,,,,600.0,,9369.0,6370.0,,,,,,,,,,25171.0,1990.0,,2598.0,,,,1790.0,499.0,9044.0,4296.0,8575.0,,,,,,,,
7703082836,1000.0,,,,,,,,,,,,,,,,,,,,,,9751.0,,,,,,,,,,,,,,,,,,,
7703120435,,,,,,,,,,,,,2200.0,,,,,,,,,799.0,,,4699.0,,,,4389.0,1600.0,,13693.0,,,,,,,,,999.0,
7703128718,,,,,,,,,,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703129796,,,,,,,,,,23101.0,,,,4946.0,,,,,,,,575.0,90347.0,,,,,,,,,9693.0,,29663.0,,,,,,,,
7703154294,,,,,,,,,,11293.0,,,1399.0,,,,,,,,,2000.0,10577.0,,,,,,,,,599.0,,6792.0,,,,,,,,
7703160734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.0,,,,,,,,,,
7703164975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,5195.0,,,,,,,,
7703189109,,,,,,,,,,14291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703189379,,,,,,,,,,,,,,,,,,,,,,,,,,3396.0,,,,1299.0,,,,9263.0,,,,,6591.0,,,
7703237981,,,,,,,,,,2500.0,,,,,,,,2000.0,,,,,,,,,,,,,,2985.0,,,,,,,,,,
7703239305,,,,,,1499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703251015,,,,,,,,,,20300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703297693,,,,,,,,,,990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703310211,,,,,,,,,,5135.0,,1199.0,,,,,,,,,,,695.0,1499.0,2000.0,,,,1995.0,1000.0,,1480.0,,192278.0,,,,,3299.0,6495.0,,
7703334395,,,,,,,,,,,,,,,,,,,,,,,695.0,,,,,,,,,,,44026.0,,,,,,,,
7703347513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680.0,,2999.0,,,,,,,,,,
7703367603,,,,,,,,,,21345.0,,,,,,,,6000.0,,,,,,,,,,,,1995.0,,24956.0,,4220.0,,,,,2099.0,,,
7703435437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,,,,,,,,,,
7703446546,899.0,,,,,,,,,,,15481.0,,,55382.0,,,,,,,,27331.0,,,999.0,,,,,,,,,,,,,,,,
7703450594,,,,,,,,,,4770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703568061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.0,,13858.0,,,,,1599.0,,,
7703570803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4499.0,,,,,,,,,,
7703590045,,,,,,,,,,1295.0,,,,,,,,66000.0,,,,,,,,,,,,,,,,,,,,,,,,
7703598653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000.0,,,,,,,,
7703608032,,,,,,,,,,14849.0,,,,,,,,,,,,,,,,,,,,1200.0,,4500.0,,61232.0,,,,,,,,
7703651129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0,,,,,,,,
7703651892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12390.0,,,,,,,,,,
7703664913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17190.0,,,,,,,,
7703669424,,,,,,,,,,10791.0,,,,,,,,,,,,,,,,,,,,,,2990.0,,,,,,,,,,
7703688390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295.0,,,,,,,,,,
7703730412,,,,,,,,,,,,,19900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703731286,,,,,,,,,,2900.0,,,1695.0,,,,,,,,,,,,,,,,,3398.0,,7599.0,,,,,,,,,,
7703740572,,,,,,,,,,,,8998.0,,,,,,,,,,3784.0,2495.0,,,,,,,5297.0,,5195.0,,,,,,,,,,
7703818332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930.0,,,,,,,,
7703836599,,,,,,,,,,,,,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,4636.0,,,
7703838055,,,,,,,,,2400.0,37981.0,,,3999.0,44621.0,,,,,,,,,,,,,,,,2400.0,,75560.0,,1299.0,,,,,,,,
7703840057,,,,,,,,,,7189.0,,3299.0,,,,,,,,,,,8143.0,,,999.0,,,,,,1800.0,,1299.0,,,,,,,,
7703878392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,25273.0,,,
7703887924,,,,,,,,,,5995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703892985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,
7703907672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71245.0,,,,,,,,
7703914905,,,,,,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,,,,
7703927825,,,,,,,,,,1090.0,,,,,,,,,,,,,,,,,,,,,,,,5290.0,,,,,,,,
7703933786,,,,,,,,,,1295.0,,,,,,,,,,,,,12691.0,,,,,,,,,,,,,,,,,,,
7703952229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9879.0,,5650.0,,,,,,,,
7703955149,,,,,,,,,,6385.0,,,,,,,,,,,,,,,,,,,,,,3995.0,,,,,,,,,,
7703972965,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,,,,,,,,,,,,,,,,
7703979366,,,,,,,,,,27568.0,,,,,,,,,,,,6770.0,7588.0,,,,,,,,,,,10272.0,,,,,,,,
7703997993,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,
7704033503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16466.0,,,,,,,,,,
7704051147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,
7704133957,,,,,,,,,,82331.0,,,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,
7704199216,,,,,,,,1599.0,,,,2438.0,,,,,,,,,,,2193.0,,,,,,,,,,,6889.0,,,,,,,,
7704206363,,,,,,,,,,5787.0,,,,,,,,,,,,,,,,,,,,,,3799.0,,20229.0,,,,,,,,
7704215816,,,,,,,,,,600.0,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,
7704226645,,,,,,,,,,,,,17185.0,,,,,,,,,,,,,,,,,,,7794.0,,,,,,,,,,
7704249559,,,,,,,,,,549.0,,,,2180.0,,,,,,,,,,,899.0,,,,,199.0,,49.0,,,,,,,,,,
7704305519,,,,,,,,,,,,3996.0,,,,,,,,,,,17658.0,,,,,,,,,,,,,,,,,,,
7704315052,,,,,,,,,,,,,,,,599.0,,10000.0,,,,,,,,,,,,,,,,600.0,,,,,1341.0,,,
7704317235,,,,795.0,,,,,,2195.0,,,1299.0,,,,,,,,,,16843.0,,,,,,,,,13780.0,,39627.0,,,,,17548.0,,,
7704319638,,,,,,,,,,,,,,,,,,,,,,695.0,4288.0,,,,,,,,,,,,,,,,1527.0,,,
7704323743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,,,,,29196.0,,,
7704338648,,,,,,,,,,,,,2195.0,,,,,,,,,,,4494.0,,,,,6720.0,,,,,,,,,,,,,
7704338919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999.0,2200.0,,1200.0,,,,,,,,,,
7704350642,,,,,,,,,,90538.0,,183819.0,8286.0,,,,,,,,,,,1995.0,,,,,6492.0,,,54522.0,,11545.0,,,,,,,,
7704370385,,,,3698.0,,,,,,,1899.0,3427.0,2399.0,,,795.0,,3000.0,,,,6084.0,4599.0,995.0,12741.0,1699.0,,,10973.0,4386.0,,,,,,798.0,,,1299.0,,,
7704383530,,,,,,,,,,,,,,,,,,8500.0,,,,,,,0.0,,,,,,200.0,,,7219.0,,,,,,,,12400.0
7704397662,,,,,,,,,,21598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704460423,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,
7704470545,,,,,,,,,,7500.0,,,,,,,,,,,,1918.0,,,,,,,,,,20971.0,,2674.0,,,,,,,,
7704472480,,,,,,,,,,,,,,,,,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,
7704485033,,,,,,,,,,,,,,,,,,55500.0,,,,,,,,,,,,,,,,,,,,,,,,
7704491128,,,,,,,,,,,,,,,,,,,,,,,,,1498.0,,,1199.0,,100264.0,,,,,,1095.0,999.0,,,,,
7704492624,,,,,,,,,,,,,,,,,,23000.0,,,,,,,,,,,,,,,,,,,,,,,,
7704512979,,,,,,799.0,,,,,,899.0,1698.0,,,,,,,,,,11997.0,3485.0,,,,,,,,5668.0,,12387.0,,,,,1807.0,,,
7704513256,,,,,,,,,,23060.0,,,,,,,,8000.0,,,,,14208.0,,,1898.0,,,,,,4685.0,,25645.0,,,,,8924.0,,,
7704519101,,,,,,,,,,,,4893.0,,2399.0,,,,,,,,,,,,,,,,,,,,,,,,,14973.0,,,
7704523328,,,,999.0,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,
